,fullname,html,id,likes,replies,retweets,text,timestamp,url,user
849,!!계이했습니다!!,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ko""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""1667860494"" dir=""ltr"" href=""/ggumn02""><s>@</s><b>ggumn02</b></a> 번식활동을 못해서 귀하죠 <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/%EC%95%84%EB%8B%98?src=hash""><s>#</s><b><strong>아님</strong></b></a></p>",431424174985211904,0,1,0,@ggumn02 번식활동을 못해서 귀하죠 #아님,2014-02-06T13:48:33,/ggumn02/status/431424174985211904,ggumn02
850,CFox,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ko"">@ellen200729 하세요! 하셔도되요!
(엘렌님:야 이 여우새끼야)
와!!! <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/%EC%95%84%EB%8B%98?src=hash""><s>#</s><b><strong>아님</strong></b></a></p>",431420680521805826,0,1,0,"@ellen200729 하세요! 하셔도되요!
(엘렌님:야 이 여우새끼야)
와!!! #아님",2014-02-06T13:34:40,/Cc_foox/status/431420680521805826,Cc_foox
851,CFox,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ko"">@koala_1227 직장 방학제! <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/%EC%95%84%EB%8B%98?src=hash""><s>#</s><b><strong>아님</strong></b></a></p>",431413167294398464,0,0,0,@koala_1227 직장 방학제! #아님,2014-02-06T13:04:49,/Cc_foox/status/431413167294398464,Cc_foox
852,Ravin,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ko"">@Benjamin_Hursh 나?^^<a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/%EC%95%84%EB%8B%98?src=hash""><s>#</s><b><strong>아님</strong></b></a></p>",431396162482868224,0,0,0,@Benjamin_Hursh 나?^^#아님,2014-02-06T11:57:14,/Ravin_K_/status/431396162482868224,Ravin_K_
853,[동결]파동술사 현,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ko"">@Citron_hogu 엘빈토플러가 그런소리 했잖아 <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/%EC%95%84%EB%8B%98?src=hash""><s>#</s><b><strong>아님</strong></b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/%ED%8B%80%EB%A6%BC?src=hash""><s>#</s><b>틀림</b></a></p>",431391214470823936,0,1,0,@Citron_hogu 엘빈토플러가 그런소리 했잖아 #아님 #틀림,2014-02-06T11:37:35,/gen_hogu/status/431391214470823936,gen_hogu
854,[동결인듯한]김로드,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ko"">제 투고텀이 일년인건 제가 게을러서가 아니라 믹싱이 존나 어려워서임 !! <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/%EC%95%84%EB%8B%98?src=hash""><s>#</s><b><strong>아님</strong></b></a></p>",431387841826791424,0,0,0,제 투고텀이 일년인건 제가 게을러서가 아니라 믹싱이 존나 어려워서임 !! #아님,2014-02-06T11:24:10,/warlordoo/status/431387841826791424,warlordoo
855,현,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ko"">루퍼지크는 존중입니다 취향해주시죠.<a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/%EC%95%84%EB%8B%98?src=hash""><s>#</s><b><strong>아님</strong></b></a></p>",309431861791318016,0,0,0,루퍼지크는 존중입니다 취향해주시죠.#아님,2013-03-06T22:34:39,/Hyun_gc_sm/status/309431861791318016,Hyun_gc_sm
856,(계정이동) ,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ko"">""@RiEro820: <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""1163253648"" dir=""ltr"" href=""/Han_Ins""><s>@</s><b>Han_Ins</b></a> 엌ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ빠↓빠→빠빠<img alt=""↗"" aria-label=""Emoji: 북동쪽 화살표"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/2197.png"" title=""북동쪽 화살표""/>빠→하는거옄ㅋㅋㅋㅋㅋㅋㅋㅋ?ㅋㅋㅋㅋㅋㅋㅋ<strong>ㅋㅋㅋ</strong>다음부터 행인님 굳모닝 인사는 저걸로 해야겠다 <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/%EC%95%84%EB%8B%98?src=hash""><s>#</s><b>아님</b></a>"" 이 잔인한 사람...☆★☆★☆★ 리에쨩 아침 인사는 24601!! <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/%EC%95%84%EB%8B%98?src=hash""><s>#</s><b>아님</b></a></p>",309419758447640576,0,0,0,"""@RiEro820: @Han_Ins 엌ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ빠↓빠→빠빠빠→하는거옄ㅋㅋㅋㅋㅋㅋㅋㅋ?ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ다음부터 행인님 굳모닝 인사는 저걸로 해야겠다 #아님"" 이 잔인한 사람...☆★☆★☆★ 리에쨩 아침 인사는 24601!! #아님",2013-03-06T21:46:33,/Han_Ins/status/309419758447640576,Han_Ins
857,연랑뢰,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ko""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""402103862"" dir=""ltr"" href=""/Enilef_feline""><s>@</s><b>Enilef_feline</b></a> 마법아서와 같은 과에요 <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/%EC%95%84%EB%8B%98?src=hash""><s>#</s><b><strong>아님</strong></b></a></p>",309350487042449408,0,1,0,@Enilef_feline 마법아서와 같은 과에요 #아님,2013-03-06T17:11:18,/KalygalyBaretta/status/309350487042449408,KalygalyBaretta
858,로하,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ko"">남자로 태어난다면 남자를 사랑해야지 <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/%EC%95%84%EB%8B%98?src=hash""><s>#</s><b><strong>아님</strong></b></a></p>",309337002011144192,0,0,0,남자로 태어난다면 남자를 사랑해야지 #아님,2013-03-06T16:17:43,/xo_universe_xo/status/309337002011144192,xo_universe_xo
859,셀레스틴/セル,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ko"">작년이고 재작년이고 구석에서 열라 티피큐 풀고 있었는데 이번엔 책상에 앉아서 풀 수 있겠군여 <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/%EB%BF%8C%EB%93%AF?src=hash""><s>#</s><b>뿌듯</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/%EC%95%84%EB%8B%98?src=hash""><s>#</s><b><strong>아님</strong></b></a></p>",309334499710353408,0,0,0,작년이고 재작년이고 구석에서 열라 티피큐 풀고 있었는데 이번엔 책상에 앉아서 풀 수 있겠군여 #뿌듯 #아님,2013-03-06T16:07:46,/Celestyn_sora/status/309334499710353408,Celestyn_sora
860,KEIZI 케지,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ko"">원래 목일을 위한 부계정 쯤은 다 하나씩 파지 않나요 후 <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/%EC%95%84%EB%8B%98?src=hash""><s>#</s><b><strong>아님</strong></b></a> 하지만 정말 썰주님 스케일은 대단했다.. 난 봇인 줄 알았지</p>",309332930474430464,0,1,0,원래 목일을 위한 부계정 쯤은 다 하나씩 파지 않나요 후 #아님 하지만 정말 썰주님 스케일은 대단했다.. 난 봇인 줄 알았지,2013-03-06T16:01:32,/kg_KIHYUGAmode/status/309332930474430464,kg_KIHYUGAmode
861,캬옹편백,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ko"">@yu_love_lee 비글과 편집장..... <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/%EC%95%84%EB%8B%98?src=hash""><s>#</s><b><strong>아님</strong></b></a></p>",309329290196041729,0,0,0,@yu_love_lee 비글과 편집장..... #아님,2013-03-06T15:47:04,/balloooning/status/309329290196041729,balloooning
862,(계정이동) ,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ko"">사실 오늘 어머니랑 한 잔씩 나눠마셨는데 평소보다 차분하죠? <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/%EC%95%84%EB%8B%98?src=hash""><s>#</s><b><strong>아님</strong></b></a> ㅎㅋㅋㅎㅋ신난다</p>",309328968614543360,0,0,0,사실 오늘 어머니랑 한 잔씩 나눠마셨는데 평소보다 차분하죠? #아님 ㅎㅋㅋㅎㅋ신난다,2013-03-06T15:45:47,/Han_Ins/status/309328968614543360,Han_Ins
863,뒹굴이,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ko"">그림배틀인건가(?!)<a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/%EC%95%84%EB%8B%98?src=hash""><s>#</s><b><strong>아님</strong></b></a></p>",309328538178306048,0,0,0,그림배틀인건가(?!)#아님,2013-03-06T15:44:05,/Duingulee/status/309328538178306048,Duingulee
864,마유쨔마 @ 의지박약아 ✖︎✖︎✖︎ 🍤,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ko""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""229910480"" dir=""ltr"" href=""/_HentaiManga""><s>@</s><b>_HentaiManga</b></a> 일단 누구 한 명이 죽고 시작해야 뱅이죠! <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/%EC%95%84%EB%8B%98?src=hash""><s>#</s><b><strong>아님</strong></b></a></p>",309326539013632000,0,1,0,@_HentaiManga 일단 누구 한 명이 죽고 시작해야 뱅이죠! #아님,2013-03-06T15:36:08,/mlrlnc/status/309326539013632000,mlrlnc
865,✦계정이동하는(메인트!) 테얀! ✨,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ko"">""@dmavy45: ㅋㅋㅋㅋㅋㅋ존나 그런거에 친절함 느끼지 말라고 텐ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ""왜ㅋㅋㅋㄱ솔직히 세심하자네☞☜<a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/%EC%95%84%EB%8B%98?src=hash""><s>#</s><b><strong>아님</strong></b></a></p>",309324511394816000,0,0,0,"""@dmavy45: ㅋㅋㅋㅋㅋㅋ존나 그런거에 친절함 느끼지 말라고 텐ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ""왜ㅋㅋㅋㄱ솔직히 세심하자네☞☜#아님",2013-03-06T15:28:05,/tebi327__/status/309324511394816000,tebi327__
866,비녹,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ko"">머 리촤한테 답받는거? <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/%EC%95%84%EB%8B%98?src=hash""><s>#</s><b><strong>아님</strong></b></a></p>",309323700770054144,0,0,0,머 리촤한테 답받는거? #아님,2013-03-06T15:24:51,/Vinociervo/status/309323700770054144,Vinociervo
867,에이토니[82],"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ko"">삐님이 준치를 일케 조아하셨다니 <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/%EC%95%84%EB%8B%98?src=hash""><s>#</s><b><strong>아님</strong></b></a></p>",309321084598108160,1,0,0,삐님이 준치를 일케 조아하셨다니 #아님,2013-03-06T15:14:28,/Eightoni/status/309321084598108160,Eightoni
868,손가인의 노Yeah★,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ko"">우와아 염소자리 1위!!오늘은 나의 날 다제!!ㅋㅋㅋㅋㅋㅋ <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/%EC%95%84%EB%8B%98?src=hash""><s>#</s><b><strong>아님</strong></b></a></p>",309320335851941889,0,0,0,우와아 염소자리 1위!!오늘은 나의 날 다제!!ㅋㅋㅋㅋㅋㅋ #아님,2013-03-06T15:11:29,/vkfkdqls_s/status/309320335851941889,vkfkdqls_s
869,[계이한지 엄청 오래됨],"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ko"">“@mangkko_: ""<a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""473660247"" dir=""ltr"" href=""/prestolaon""><s>@</s><b>prestolaon</b></a>: <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/%EB%91%90%EA%B7%BC%EB%91%90%EA%B7%BC?src=hash""><s>#</s><b>두근두근</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/%EC%A0%84_%EC%97%AC%EB%9F%AC%EB%B6%84%EC%9D%98_%ED%83%90%EB%9D%BC%EC%97%90%EC%84%9C_%EC%96%B4%EB%96%A4%EC%82%AC%EB%9E%8C%EC%9D%B8%EA%B0%80%EC%9A%94_%EC%9D%B8%EC%9A%A9%EC%9C%BC%EB%A1%9C_%EC%95%8C%EB%A0%A4%EC%A3%BC%EC%84%B8%EC%9A%94?src=hash""><s>#</s><b>전_여러분의_탐라에서_어떤사람인가요_인용으로_알려주세요</b></a>"" 엄 막 내가 시들어갈때 옆에서 물뿌려주는..?” ...:3 물셔틀임니카? <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/%EC%95%84%EB%8B%98?src=hash""><s>#</s><b><strong>아님</strong></b></a></p>",309320200518500355,0,0,0,"“@mangkko_: ""@prestolaon: #두근두근 #전_여러분의_탐라에서_어떤사람인가요_인용으로_알려주세요"" 엄 막 내가 시들어갈때 옆에서 물뿌려주는..?” ...:3 물셔틀임니카? #아님",2013-03-06T15:10:57,/prestolaon/status/309320200518500355,prestolaon
870,댕규,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ko"">@loop_X3 그렇담 들으세요 <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/%EC%95%84%EB%8B%98?src=hash""><s>#</s><b><strong>아님</strong></b></a></p>",309319977054388224,0,0,0,@loop_X3 그렇담 들으세요 #아님,2013-03-06T15:10:04,/VI7ABEBE/status/309319977054388224,VI7ABEBE
871,고나고나 🔎 🎹,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ko""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""2952045042"" dir=""ltr"" href=""/___ine""><s>@</s><b>___Ine</b></a> 아인x개작이 <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/%EC%95%84%EB%8B%98?src=hash""><s>#</s><b><strong>아님</strong></b></a></p>",309319307484078082,0,1,0,@___Ine 아인x개작이 #아님,2013-03-06T15:07:24,/Dalgona_sd/status/309319307484078082,Dalgona_sd
872,주사위 굴리는 K,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ko""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""1154092147"" dir=""ltr"" href=""/mir_Eden""><s>@</s><b>mir_Eden</b></a> 호감도가 상승했다!!!<a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/%EC%95%84%EB%8B%98?src=hash""><s>#</s><b><strong>아님</strong></b></a></p>",309319268380577792,0,0,0,@mir_Eden 호감도가 상승했다!!!#아님,2013-03-06T15:07:15,/KAY_Eden/status/309319268380577792,KAY_Eden
873,빈,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ko""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""804502364"" dir=""ltr"" href=""/vkfkdqls_s""><s>@</s><b>vkfkdqls_s</b></a>ㄱㅋㅋㄱ넹봐드리져 <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/%EC%95%84%EB%8B%98?src=hash""><s>#</s><b><strong>아님</strong></b></a></p>",309317108590837760,0,0,0,@vkfkdqls_sㄱㅋㅋㄱ넹봐드리져 #아님,2013-03-06T14:58:40,/__himyo_/status/309317108590837760,__himyo_
874,계정이동,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ko"">@soy_Btic ㅋㅋㅋㅋㅋㅋㅋ 그리고 이케이케 무희 흑자를... <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/%EC%95%84%EB%8B%98?src=hash""><s>#</s><b><strong>아님</strong></b></a></p>",309315601992667136,0,0,0,@soy_Btic ㅋㅋㅋㅋㅋㅋㅋ 그리고 이케이케 무희 흑자를... #아님,2013-03-06T14:52:40,/For_TS/status/309315601992667136,For_TS
875,이번엔 제발 커뮤합격기원 아흐나래,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ko"">RT) 나 이거 뭔지 알아. 쿠마모토 사투리야 <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/%EC%95%84%EB%8B%98?src=hash""><s>#</s><b><strong>아님</strong></b></a></p>",653341102167093249,0,0,0,RT) 나 이거 뭔지 알아. 쿠마모토 사투리야 #아님,2015-10-11T22:47:11,/naraenine/status/653341102167093249,naraenine
876,륻쟝,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ko"">ㅇ...아냐!! 나머지 파티원 전부가 ㄴ...나약한거다! 종잇장 같은 주수리가 살아남는 정도의 공격에 나가떨어지다니!!
<a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/%EC%95%84%EB%8B%98?src=hash""><s>#</s><b><strong>아님</strong></b></a></p>",653267547211431936,0,0,0,"ㅇ...아냐!! 나머지 파티원 전부가 ㄴ...나약한거다! 종잇장 같은 주수리가 살아남는 정도의 공격에 나가떨어지다니!!
#아님",2015-10-11T17:54:55,/Cardy_24/status/653267547211431936,Cardy_24
877,모에스키,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ko""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""3145220851"" dir=""ltr"" href=""/wiseweissfox""><s>@</s><b>wiseweissfox</b></a> 개 &gt; 새 &gt; 토깽님 ?? <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/%EC%95%84%EB%8B%98?src=hash""><s>#</s><b><strong>아님</strong></b></a></p>",653222940750708736,0,1,0,@wiseweissfox 개 > 새 > 토깽님 ?? #아님,2015-10-11T14:57:40,/daydreamer1856/status/653222940750708736,daydreamer1856
878,이번엔 제발 커뮤합격기원 아흐나래,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ko""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""3559274126"" dir=""ltr"" href=""/skybloom92""><s>@</s><b>skybloom92</b></a> 아이고 자고로 닼절먹 아닙니까 닼고셋은 절하고 먹는겁니다 <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/%EC%95%84%EB%8B%98?src=hash""><s>#</s><b><strong>아님</strong></b></a></p>",653217442949300224,0,0,1,@skybloom92 아이고 자고로 닼절먹 아닙니까 닼고셋은 절하고 먹는겁니다 #아님,2015-10-11T14:35:49,/naraenine/status/653217442949300224,naraenine
879,아이보를 사유하고픈 한나님,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ko"">@lovemrcarmack 미국의 양동근!!<a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/%EC%95%84%EB%8B%98?src=hash""><s>#</s><b><strong>아님</strong></b></a></p>",653214607339753473,0,0,0,@lovemrcarmack 미국의 양동근!!#아님,2015-10-11T14:24:33,/katawaasuna/status/653214607339753473,katawaasuna
880,@4commu_kamein으로 계이중,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ko"">저기가면 울아빠를 다시볼수있다는게 사실인가여 <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/%EC%95%84%EB%8B%98?src=hash""><s>#</s><b><strong>아님</strong></b></a></p>",653212995145756672,0,0,0,저기가면 울아빠를 다시볼수있다는게 사실인가여 #아님,2015-10-11T14:18:08,/Gyepi_CM/status/653212995145756672,Gyepi_CM
881,Veronica,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ko""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""2735736338"" dir=""ltr"" href=""/_Kit_Walker""><s>@</s><b>_Kit_Walker</b></a> 나와 함께 세계 최고의 섹시함을 갖기 위해 노력하자더니! <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/%EC%95%84%EB%8B%98?src=hash""><s>#</s><b><strong>아님</strong></b></a></p>",653206452010545153,0,1,0,@_Kit_Walker 나와 함께 세계 최고의 섹시함을 갖기 위해 노력하자더니! #아님,2015-10-11T13:52:08,/vi_in_danny/status/653206452010545153,vi_in_danny
882,.,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ko""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""2500882880"" dir=""ltr"" href=""/mokanaria""><s>@</s><b>mokanaria</b></a> 니톨니톨하고 우는 그 곤충있잖아요! <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/%EC%95%84%EB%8B%98?src=hash""><s>#</s><b><strong>아님</strong></b></a> <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""http://t.co/ypZ9VTPw27"">pic.twitter.com/ypZ9VTPw27</a></p>",653200527543500800,0,1,0,@mokanaria 니톨니톨하고 우는 그 곤충있잖아요! #아님 pic.twitter.com/ypZ9VTPw27,2015-10-11T13:28:36,/tjo4183/status/653200527543500800,tjo4183
883, 🎃カビン 🎃,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ko""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""508971667"" dir=""ltr"" href=""/yesica_1130""><s>@</s><b>yesica_1130</b></a> ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 아 근데 좀 귀엽다 바보여서 무릎꿇고 두손들고있는 우리 쵱캐들 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 어.. 그럼 이타치가 나머지 쵱캐들 다 내려다보고있는거야? <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/%EC%95%84%EB%8B%98?src=hash""><s>#</s><b><strong>아님</strong></b></a></p>",653180202743263232,0,1,0,@yesica_1130 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 아 근데 좀 귀엽다 바보여서 무릎꿇고 두손들고있는 우리 쵱캐들 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 어.. 그럼 이타치가 나머지 쵱캐들 다 내려다보고있는거야? #아님,2015-10-11T12:07:50,/KABIING/status/653180202743263232,KABIING
884,오미자th리,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ko"">홍상수 영화 그거 아닌가 금주 캠페인 같은거 <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/%EC%95%84%EB%8B%98?src=hash""><s>#</s><b><strong>아님</strong></b></a></p>",653179981061685248,0,0,0,홍상수 영화 그거 아닌가 금주 캠페인 같은거 #아님,2015-10-11T12:06:57,/omija3/status/653179981061685248,omija3
885,루미/ルミ,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ko""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""994749216"" dir=""ltr"" href=""/dhal2021""><s>@</s><b>dhal2021</b></a> ....경찰아저씨 여기에요!! <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/%EC%95%84%EB%8B%98?src=hash""><s>#</s><b><strong>아님</strong></b></a></p>",653167494866141184,0,0,0,@dhal2021 ....경찰아저씨 여기에요!! #아님,2015-10-11T11:17:20,/D_K_Rumi/status/653167494866141184,D_K_Rumi
886,[록11 하자]코히씨,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ko"">@ornithous 에이 반이나 살확률이 있쟈나여! <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/%EC%95%84%EB%8B%98?src=hash""><s>#</s><b><strong>아님</strong></b></a></p>",653158390793809920,0,0,0,@ornithous 에이 반이나 살확률이 있쟈나여! #아님,2015-10-11T10:41:10,/okohego/status/653158390793809920,okohego
887,[록11 하자]코히씨,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ko"">엘가는 멸망해서는 안된다. 롯가야 신혼집이잖아 <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/%EC%95%84%EB%8B%98?src=hash""><s>#</s><b><strong>아님</strong></b></a></p>",653134951127212032,1,0,0,엘가는 멸망해서는 안된다. 롯가야 신혼집이잖아 #아님,2015-10-11T09:08:01,/okohego/status/653134951127212032,okohego
